timestamp,detection_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,width,height,area_px,in_roi
2026-09-15T11:27:32.755048,1,5,bus,0.873,22,231,805,756,413,493,783,525,411075,False
2026-09-15T11:27:32.755048,2,0,person,0.866,48,398,245,902,146,650,197,504,99288,False
2026-09-15T11:27:32.755048,3,0,person,0.853,669,392,809,877,739,634,140,485,67900,False
2026-09-15T11:27:32.755048,4,0,person,0.825,221,405,344,857,282,631,123,452,55596,False
